city,date,max_temp,min_temp,avg_temp,humidity,precipitation,year
Chennai,2017-12-20,37.5,11.7,24.6,82.5,6.0,2017
Kolkata,2017-12-20,44.4,20.8,32.6,71.8,28.7,2017
Hyderabad,2017-12-20,31.9,21.3,26.6,88.9,41.3,2017
Pune,2017-12-20,41.2,14.0,27.6,89.5,32.9,2017
Ahmedabad,2017-12-20,42.2,12.9,27.6,46.7,14.8,2017
Delhi,2017-12-21,31.8,20.2,26.0,49.1,35.7,2017
Mumbai,2017-12-21,36.4,6.0,21.2,52.3,39.4,2017
Bangalore,2017-12-21,30.2,5.5,17.8,58.9,20.6,2017
Chennai,2017-12-21,39.8,9.3,24.6,97.6,30.8,2017
Kolkata,2017-12-21,39.7,5.1,22.4,69.9,48.4,2017
Hyderabad,2017-12-21,35.9,23.2,29.5,51.0,2.2,2017
Pune,2017-12-21,38.3,22.1,30.2,43.2,1.0,2017
Ahmedabad,2017-12-21,37.2,16.1,26.6,88.0,8.2,2017
Delhi,2017-12-22,43.6,22.1,32.8,84.2,16.5,2017
Mumbai,2017-12-22,38.2,8.6,23.4,52.5,41.1,2017
Bangalore,2017-12-22,32.4,16.1,24.2,66.3,23.4,2017
Chennai,2017-12-22,42.7,16.2,29.4,45.6,1.6,2017
Kolkata,2017-12-22,32.6,16.4,24.5,84.7,0.7,2017
Hyderabad,2017-12-22,29.5,6.3,17.9,88.3,13.7,2017
Pune,2017-12-22,33.9,21.1,27.5,98.8,13.1,2017
Ahmedabad,2017-12-22,38.7,8.0,23.3,52.4,31.0,2017
Delhi,2017-12-23,28.2,12.2,20.2,99.3,19.6,2017
Mumbai,2017-12-23,38.5,24.4,31.4,42.9,46.0,2017
Bangalore,2017-12-23,42.0,21.0,31.5,44.9,15.9,2017
Chennai,2017-12-23,26.2,5.8,16.0,69.1,41.5,2017
Kolkata,2017-12-23,44.3,24.1,34.2,92.2,29.4,2017
Hyderabad,2017-12-23,42.3,9.7,26.0,82.0,45.0,2017
Pune,2017-12-23,44.7,14.9,29.8,85.9,28.6,2017
Ahmedabad,2017-12-23,27.7,15.8,21.8,98.6,1.7,2017
Delhi,2017-12-24,36.9,5.8,21.3,99.8,17.4,2017
Mumbai,2017-12-24,38.2,23.4,30.8,65.7,34.1,2017
Bangalore,2017-12-24,28.2,12.3,20.3,75.3,3.2,2017
Chennai,2017-12-24,26.6,24.7,25.7,91.9,30.8,2017
Kolkata,2017-12-24,37.9,12.5,25.2,79.7,19.3,2017
Hyderabad,2017-12-24,36.3,8.0,22.2,64.8,9.3,2017
Pune,2017-12-24,43.1,11.0,27.1,66.7,0.0,2017
Ahmedabad,2017-12-24,32.8,9.7,21.2,78.4,36.0,2017
Delhi,2017-12-25,31.7,10.2,21.0,82.2,47.0,2017
Mumbai,2017-12-25,37.4,9.0,23.2,76.7,22.3,2017
Bangalore,2017-12-25,28.2,11.8,20.0,99.4,36.5,2017
Chennai,2017-12-25,37.0,5.6,21.3,76.0,20.4,2017
Kolkata,2017-12-25,38.2,10.2,24.2,49.0,33.5,2017
Hyderabad,2017-12-25,26.4,6.5,16.4,73.6,23.5,2017
Pune,2017-12-25,26.0,15.5,20.8,91.8,30.5,2017
Ahmedabad,2017-12-25,42.7,23.7,33.2,57.9,19.8,2017
Delhi,2017-12-26,27.6,22.2,24.9,54.5,27.5,2017
Mumbai,2017-12-26,42.5,11.5,27.0,63.3,30.2,2017
Bangalore,2017-12-26,42.8,13.2,28.0,53.3,19.5,2017
Chennai,2017-12-26,43.5,13.3,28.4,92.7,11.8,2017
Kolkata,2017-12-26,28.1,18.4,23.3,47.7,14.8,2017
Hyderabad,2017-12-26,27.5,16.4,21.9,83.9,29.1,2017
Pune,2017-12-26,41.7,9.4,25.6,67.3,2.8,2017
Ahmedabad,2017-12-26,28.2,7.2,17.7,49.8,22.8,2017
Delhi,2017-12-27,33.3,7.4,20.3,56.2,38.0,2017
Mumbai,2017-12-27,27.5,19.7,23.6,83.6,28.6,2017
Bangalore,2017-12-27,28.5,17.7,23.1,87.6,0.7,2017
Chennai,2017-12-27,31.4,14.6,23.0,69.7,9.4,2017
Kolkata,2017-12-27,28.6,12.4,20.5,72.1,45.1,2017
Hyderabad,2017-12-27,31.6,16.4,24.0,51.7,49.9,2017
Pune,2017-12-27,31.9,10.2,21.1,49.9,21.9,2017
Ahmedabad,2017-12-27,27.3,15.2,21.2,43.1,25.1,2017
Delhi,2017-12-28,39.4,9.5,24.4,63.9,45.8,2017
Mumbai,2017-12-28,41.2,10.2,25.7,80.6,38.4,2017
Bangalore,2017-12-28,38.5,22.2,30.3,72.6,20.2,2017
Chennai,2017-12-28,44.0,12.7,28.4,40.7,3.5,2017
Kolkata,2017-12-28,26.6,10.4,18.5,49.1,35.9,2017
Hyderabad,2017-12-28,38.0,24.8,31.4,86.8,49.9,2017
Pune,2017-12-28,38.1,12.2,25.2,83.6,23.9,2017
Ahmedabad,2017-12-28,26.9,18.6,22.8,56.2,1.1,2017
Delhi,2017-12-29,34.4,18.1,26.2,86.2,38.8,2017
Mumbai,2017-12-29,28.3,14.3,21.3,86.8,30.6,2017
Bangalore,2017-12-29,43.8,18.7,31.2,81.5,28.5,2017
Chennai,2017-12-29,28.9,12.1,20.5,86.2,49.8,2017
Kolkata,2017-12-29,31.1,11.5,21.3,55.3,37.6,2017
Hyderabad,2017-12-29,25.8,22.5,24.1,93.7,15.5,2017
Pune,2017-12-29,28.2,10.6,19.4,75.1,22.7,2017
Ahmedabad,2017-12-29,37.6,10.3,23.9,92.3,18.3,2017
Delhi,2017-12-30,26.3,19.4,22.8,55.4,3.4,2017
Mumbai,2017-12-30,26.9,11.1,19.0,66.1,1.7,2017
Bangalore,2017-12-30,28.7,14.8,21.8,48.5,41.1,2017
Chennai,2017-12-30,28.6,23.5,26.1,86.1,44.0,2017
Kolkata,2017-12-30,34.8,20.8,27.8,55.8,47.0,2017
Hyderabad,2017-12-30,37.5,8.6,23.0,93.3,27.5,2017
Pune,2017-12-30,31.9,16.9,24.4,95.2,21.8,2017
Ahmedabad,2017-12-30,43.5,16.8,30.1,62.0,49.2,2017
Delhi,2017-12-31,33.1,12.9,23.0,48.8,43.9,2017
Mumbai,2017-12-31,33.8,20.6,27.2,93.7,38.9,2017
Bangalore,2017-12-31,34.5,6.9,20.7,51.1,42.9,2017
Chennai,2017-12-31,42.5,22.9,32.7,71.1,41.2,2017
Kolkata,2017-12-31,42.0,17.6,29.8,47.1,40.7,2017
Hyderabad,2017-12-31,43.2,18.0,30.6,76.8,45.0,2017
Pune,2017-12-31,42.3,21.1,31.7,40.8,19.7,2017
Ahmedabad,2017-12-31,33.4,20.5,27.0,84.3,24.4,2017
Delhi,2018-01-01,33.9,15.5,24.7,73.1,31.7,2018
Mumbai,2018-01-01,33.5,12.0,22.8,40.3,18.4,2018
Bangalore,2018-01-01,37.5,16.8,27.1,76.2,29.6,2018
Chennai,2018-01-01,28.7,14.4,21.5,76.9,34.8,2018
Kolkata,2018-01-01,44.7,17.2,31.0,43.2,40.1,2018
Hyderabad,2018-01-01,26.0,10.7,18.4,97.7,41.9,2018
Pune,2018-01-01,29.7,11.3,20.5,73.8,19.8,2018
Ahmedabad,2018-01-01,29.8,12.9,21.3,89.9,42.5,2018
Delhi,2018-01-02,27.4,24.0,25.7,49.1,48.0,2018
Mumbai,2018-01-02,34.3,23.2,28.7,42.4,5.6,2018
Bangalore,2018-01-02,37.6,9.9,23.8,61.4,46.4,2018
Chennai,2018-01-02,36.3,13.3,24.8,84.0,33.7,2018
Kolkata,2018-01-02,28.3,7.9,18.1,86.1,17.2,2018
Hyderabad,2018-01-02,30.0,21.2,25.6,44.8,8.4,2018
Pune,2018-01-02,35.5,12.5,24.0,40.2,13.7,2018
Ahmedabad,2018-01-02,29.9,22.8,26.3,88.6,34.8,2018
Delhi,2018-01-03,27.1,23.3,25.2,72.6,4.9,2018
Mumbai,2018-01-03,43.4,22.5,32.9,45.9,12.5,2018
Bangalore,2018-01-03,30.6,5.8,18.2,82.3,13.8,2018
Chennai,2018-01-03,35.4,19.2,27.3,51.4,36.2,2018
Kolkata,2018-01-03,44.0,14.0,29.0,62.6,23.8,2018
Hyderabad,2018-01-03,26.8,8.1,17.5,56.4,9.9,2018
Pune,2018-01-03,29.2,15.0,22.1,95.3,37.2,2018
Ahmedabad,2018-01-03,32.5,19.9,26.2,99.9,23.9,2018
Delhi,2018-01-04,39.3,18.9,29.1,74.4,3.5,2018
Mumbai,2018-01-04,42.0,5.3,23.6,52.6,1.3,2018
Bangalore,2018-01-04,38.0,17.9,27.9,46.4,29.3,2018
Chennai,2018-01-04,43.4,12.0,27.7,97.9,12.0,2018
Kolkata,2018-01-04,38.2,15.8,27.0,66.4,4.7,2018
Hyderabad,2018-01-04,35.5,16.5,26.0,85.0,35.5,2018
Pune,2018-01-04,42.1,18.8,30.5,48.9,10.9,2018
Ahmedabad,2018-01-04,33.3,14.3,23.8,49.4,8.8,2018
Delhi,2018-01-05,41.6,18.3,29.9,42.3,12.6,2018
Mumbai,2018-01-05,44.1,17.6,30.9,71.3,12.5,2018
Bangalore,2018-01-05,37.2,23.4,30.3,43.8,15.3,2018
Chennai,2018-01-05,29.9,24.9,27.4,50.4,36.7,2018
Kolkata,2018-01-05,26.9,15.2,21.0,90.5,21.9,2018
Hyderabad,2018-01-05,26.3,13.4,19.8,79.5,2.6,2018
Pune,2018-01-05,32.9,5.7,19.3,73.0,46.1,2018
Ahmedabad,2018-01-05,34.5,17.6,26.0,85.4,44.0,2018
Delhi,2018-01-06,32.9,9.3,21.1,77.1,11.8,2018
Mumbai,2018-01-06,28.8,22.6,25.7,64.5,33.8,2018
Bangalore,2018-01-06,39.3,14.4,26.8,78.9,25.3,2018
Chennai,2018-01-06,42.3,7.2,24.7,51.8,0.2,2018
Kolkata,2018-01-06,41.4,18.8,30.1,43.5,35.9,2018
Hyderabad,2018-01-06,32.8,21.9,27.3,86.5,47.0,2018
Pune,2018-01-06,44.2,5.5,24.8,56.5,10.7,2018
Ahmedabad,2018-01-06,39.0,10.7,24.8,61.2,31.8,2018
Delhi,2018-01-07,43.2,19.3,31.3,93.4,2.7,2018
Mumbai,2018-01-07,37.2,6.2,21.7,68.0,14.7,2018
Bangalore,2018-01-07,29.7,23.5,26.6,84.7,1.9,2018
Chennai,2018-01-07,31.0,8.5,19.8,46.6,41.4,2018
Kolkata,2018-01-07,31.3,22.5,26.9,40.2,22.0,2018
Hyderabad,2018-01-07,41.7,8.4,25.1,46.8,13.0,2018
Pune,2018-01-07,25.9,6.2,16.1,96.8,10.0,2018
Ahmedabad,2018-01-07,42.4,13.9,28.2,67.5,48.0,2018
Delhi,2018-01-08,43.6,6.8,25.2,98.4,49.6,2018
Mumbai,2018-01-08,27.9,24.4,26.1,77.7,35.9,2018
Bangalore,2018-01-08,32.5,14.9,23.7,45.9,1.9,2018
Chennai,2018-01-08,33.0,19.7,26.3,40.2,10.6,2018
Kolkata,2018-01-08,36.0,21.2,28.6,75.1,4.2,2018
Hyderabad,2018-01-08,34.6,7.5,21.0,43.3,21.5,2018
Pune,2018-01-08,32.9,24.9,28.9,49.6,42.1,2018
Ahmedabad,2018-01-08,40.9,14.9,27.9,86.2,50.0,2018
Delhi,2018-01-09,37.7,5.7,21.7,93.2,8.7,2018
Mumbai,2018-01-09,40.0,9.5,24.8,68.8,39.4,2018
Bangalore,2018-01-09,42.0,12.1,27.0,86.7,23.1,2018
Chennai,2018-01-09,43.7,14.3,29.0,60.1,24.6,2018
Kolkata,2018-01-09,30.9,10.2,20.6,47.6,47.7,2018
Hyderabad,2018-01-09,33.9,5.5,19.7,44.1,24.8,2018
Pune,2018-01-09,40.2,8.1,24.1,75.8,28.8,2018
Ahmedabad,2018-01-09,25.1,5.3,15.2,87.2,19.0,2018
Delhi,2018-01-10,31.1,10.6,20.8,69.2,28.3,2018
Mumbai,2018-01-10,32.3,18.8,25.5,75.4,26.4,2018
Bangalore,2018-01-10,40.9,17.4,29.2,76.8,42.4,2018
Chennai,2018-01-10,33.8,23.7,28.7,58.2,37.2,2018
Kolkata,2018-01-10,41.6,22.9,32.2,44.2,20.8,2018
Hyderabad,2018-01-10,40.5,15.4,28.0,41.8,14.9,2018
Pune,2018-01-10,28.7,12.2,20.4,61.2,5.8,2018
Ahmedabad,2018-01-10,38.3,9.3,23.8,49.6,43.3,2018
Delhi,2018-01-11,32.6,11.4,22.0,85.5,46.2,2018
Mumbai,2018-01-11,28.8,23.0,25.9,86.6,4.1,2018
Bangalore,2018-01-11,41.7,16.7,29.2,84.6,19.3,2018
Chennai,2018-01-11,40.5,17.8,29.2,67.7,45.2,2018
Kolkata,2018-01-11,35.6,23.8,29.7,78.6,48.8,2018
Hyderabad,2018-01-11,38.5,23.5,31.0,47.8,44.3,2018
Pune,2018-01-11,29.9,9.8,19.9,42.5,33.2,2018
Ahmedabad,2018-01-11,39.9,13.0,26.4,99.7,33.2,2018
Delhi,2018-01-12,32.1,14.6,23.3,99.1,34.0,2018
Mumbai,2018-01-12,27.7,11.8,19.7,54.4,32.6,2018
Bangalore,2018-01-12,35.0,13.5,24.3,64.8,18.7,2018
Chennai,2018-01-12,31.0,19.2,25.1,47.9,29.0,2018
Kolkata,2018-01-12,38.6,14.7,26.7,67.4,4.4,2018
Hyderabad,2018-01-12,39.0,6.5,22.7,55.8,37.0,2018
Pune,2018-01-12,31.6,25.0,28.3,67.1,32.0,2018
Ahmedabad,2018-01-12,25.9,14.9,20.4,61.5,41.1,2018
Delhi,2018-01-13,38.0,5.0,21.5,76.4,41.6,2018
Mumbai,2018-01-13,34.1,17.1,25.6,99.7,29.5,2018
Bangalore,2018-01-13,40.2,6.8,23.5,85.8,22.2,2018
Chennai,2018-01-13,38.3,7.5,22.9,98.0,30.8,2018
Kolkata,2018-01-13,29.7,21.8,25.7,92.7,9.3,2018
Hyderabad,2018-01-13,29.8,22.0,25.9,94.3,36.1,2018
Pune,2018-01-13,33.0,21.1,27.0,87.4,32.4,2018
Ahmedabad,2018-01-13,27.7,19.0,23.3,62.2,15.9,2018
Delhi,2018-01-14,31.0,11.4,21.2,79.4,18.6,2018
Mumbai,2018-01-14,25.8,24.5,25.1,69.3,2.0,2018
Bangalore,2018-01-14,34.3,10.8,22.5,92.5,41.3,2018
Chennai,2018-01-14,42.4,9.1,25.7,43.9,8.2,2018
Kolkata,2018-01-14,30.6,15.0,22.8,51.4,16.7,2018
Hyderabad,2018-01-14,44.7,22.0,33.3,65.3,46.7,2018
Pune,2018-01-14,25.8,13.9,19.8,75.3,2.9,2018
Ahmedabad,2018-01-14,39.1,13.3,26.2,99.7,22.3,2018
Delhi,2018-01-15,34.3,16.2,25.2,82.9,19.6,2018
Mumbai,2018-01-15,42.6,21.9,32.3,42.1,29.2,2018
Bangalore,2018-01-15,41.5,10.9,26.2,65.0,46.2,2018
Chennai,2018-01-15,33.9,5.3,19.6,83.9,49.9,2018
Kolkata,2018-01-15,38.3,23.0,30.7,56.6,0.7,2018
Hyderabad,2018-01-15,34.7,7.5,21.1,75.2,7.1,2018
Pune,2018-01-15,35.1,18.8,27.0,86.1,41.9,2018
Ahmedabad,2018-01-15,42.8,19.5,31.2,56.4,48.9,2018
Delhi,2018-01-16,43.4,17.7,30.6,44.1,23.4,2018
Mumbai,2018-01-16,40.5,7.4,24.0,47.3,10.5,2018
Bangalore,2018-01-16,39.4,24.2,31.8,86.9,47.9,2018
Chennai,2018-01-16,37.4,11.1,24.2,41.1,41.0,2018
Kolkata,2018-01-16,41.6,5.4,23.5,83.7,26.4,2018
Hyderabad,2018-01-16,34.0,13.2,23.6,59.9,34.9,2018
Pune,2018-01-16,38.7,17.4,28.0,60.9,33.8,2018
Ahmedabad,2018-01-16,39.7,21.9,30.8,95.0,16.1,2018
Delhi,2018-01-17,41.0,6.7,23.9,40.1,46.5,2018
Mumbai,2018-01-17,44.6,23.3,34.0,58.2,4.7,2018
Bangalore,2018-01-17,41.6,13.9,27.7,95.3,19.4,2018
Chennai,2018-01-17,29.9,23.1,26.5,55.4,14.6,2018
Kolkata,2018-01-17,38.8,21.0,29.9,64.5,36.2,2018
Hyderabad,2018-01-17,38.0,12.9,25.4,68.3,15.1,2018
Pune,2018-01-17,31.2,8.6,19.9,44.1,46.2,2018
Ahmedabad,2018-01-17,32.2,23.9,28.0,82.8,26.0,2018
Delhi,2018-01-18,25.8,25.0,25.4,72.4,4.1,2018
Mumbai,2018-01-18,33.6,8.4,21.0,80.8,36.8,2018
Bangalore,2018-01-18,40.6,9.7,25.1,69.1,31.1,2018
Chennai,2018-01-18,30.1,12.8,21.5,84.8,16.8,2018
Kolkata,2018-01-18,33.9,17.4,25.6,63.3,6.2,2018
Hyderabad,2018-01-18,41.8,7.6,24.7,46.0,17.5,2018
Pune,2018-01-18,40.0,18.2,29.1,70.2,26.7,2018
Ahmedabad,2018-01-18,36.6,12.0,24.3,40.9,47.4,2018
Delhi,2018-01-19,30.2,10.5,20.3,86.7,4.7,2018
Mumbai,2018-01-19,29.3,22.5,25.9,78.2,23.0,2018
Bangalore,2018-01-19,39.6,21.9,30.8,57.7,2.0,2018
Chennai,2018-01-19,30.0,14.9,22.4,76.6,21.9,2018
Kolkata,2018-01-19,44.5,23.4,33.9,65.8,4.2,2018
Hyderabad,2018-01-19,38.0,15.1,26.6,82.7,24.5,2018
Pune,2018-01-19,31.7,24.0,27.9,47.8,48.6,2018
Ahmedabad,2018-01-19,41.2,12.3,26.8,64.8,22.6,2018
Delhi,2018-01-20,37.8,22.2,30.0,59.3,43.5,2018
Mumbai,2018-01-20,26.1,14.5,20.3,87.5,44.0,2018
Bangalore,2018-01-20,26.3,8.1,17.2,62.0,3.2,2018
Chennai,2018-01-20,38.2,9.5,23.8,95.1,17.4,2018
Kolkata,2018-01-20,34.6,12.7,23.7,70.0,1.1,2018
Hyderabad,2018-01-20,32.8,9.8,21.3,68.8,33.8,2018
Pune,2018-01-20,34.7,23.6,29.2,59.6,25.3,2018
Ahmedabad,2018-01-20,35.8,15.8,25.8,93.6,36.3,2018
Delhi,2018-01-21,38.7,6.0,22.4,49.1,18.0,2018
Mumbai,2018-01-21,40.3,13.1,26.7,64.1,4.9,2018
Bangalore,2018-01-21,33.4,6.8,20.1,71.8,23.6,2018
Chennai,2018-01-21,36.3,14.7,25.5,53.4,32.5,2018
Kolkata,2018-01-21,40.0,5.2,22.6,56.6,10.2,2018
Hyderabad,2018-01-21,31.9,16.8,24.3,94.7,16.3,2018
Pune,2018-01-21,29.8,9.3,19.5,73.5,0.4,2018
Ahmedabad,2018-01-21,38.2,9.0,23.6,95.4,39.6,2018
Delhi,2018-01-22,30.0,12.1,21.1,97.1,11.0,2018
Mumbai,2018-01-22,30.2,12.1,21.2,59.6,48.0,2018
Bangalore,2018-01-22,43.7,16.6,30.1,46.8,33.5,2018
Chennai,2018-01-22,41.0,21.7,31.4,40.8,27.6,2018
Kolkata,2018-01-22,26.0,18.5,22.2,63.0,15.2,2018
Hyderabad,2018-01-22,25.8,10.0,17.9,92.9,21.5,2018
Pune,2018-01-22,37.1,11.1,24.1,53.8,31.3,2018
Ahmedabad,2018-01-22,38.6,22.5,30.6,57.1,26.6,2018
Delhi,2018-01-23,37.9,16.4,27.2,86.9,15.3,2018
Mumbai,2018-01-23,42.1,18.3,30.2,88.1,24.2,2018
Bangalore,2018-01-23,44.8,7.9,26.4,96.8,5.9,2018
Chennai,2018-01-23,41.3,19.2,30.3,68.3,38.2,2018
Kolkata,2018-01-23,41.6,6.5,24.0,82.2,4.3,2018
Hyderabad,2018-01-23,25.0,6.2,15.6,51.8,7.8,2018
Pune,2018-01-23,41.3,20.0,30.6,86.4,32.6,2018
Ahmedabad,2018-01-23,42.6,15.3,28.9,47.5,46.8,2018
Delhi,2018-01-24,37.4,18.3,27.8,41.3,39.7,2018
Mumbai,2018-01-24,35.6,17.9,26.8,81.0,19.9,2018
Bangalore,2018-01-24,42.0,12.0,27.0,96.9,16.2,2018
Chennai,2018-01-24,40.1,11.8,25.9,51.8,0.1,2018
Kolkata,2018-01-24,37.8,13.4,25.6,58.5,30.1,2018
Hyderabad,2018-01-24,35.0,21.3,28.1,46.1,22.1,2018
Pune,2018-01-24,41.3,10.9,26.1,64.1,19.9,2018
Ahmedabad,2018-01-24,35.6,17.1,26.3,58.1,45.0,2018
Delhi,2018-01-25,27.9,14.4,21.2,89.1,4.2,2018
Mumbai,2018-01-25,30.8,17.6,24.2,89.9,24.9,2018
Bangalore,2018-01-25,35.8,8.8,22.3,45.8,29.0,2018
Chennai,2018-01-25,42.6,12.4,27.5,89.1,15.4,2018
Kolkata,2018-01-25,41.0,7.5,24.2,91.3,20.5,2018
Hyderabad,2018-01-25,28.1,21.0,24.5,84.9,33.5,2018
Pune,2018-01-25,25.8,15.4,20.6,83.6,12.7,2018
Ahmedabad,2018-01-25,28.7,23.4,26.1,52.3,4.8,2018
Delhi,2018-01-26,26.6,16.4,21.5,75.7,36.6,2018
Mumbai,2018-01-26,35.4,6.0,20.7,98.9,32.8,2018
Bangalore,2018-01-26,42.4,16.2,29.3,49.8,32.3,2018
Chennai,2018-01-26,39.8,19.5,29.6,63.3,31.7,2018
Kolkata,2018-01-26,39.3,24.0,31.6,61.5,42.5,2018
Hyderabad,2018-01-26,44.1,14.8,29.5,83.7,44.7,2018
Pune,2018-01-26,33.8,8.2,21.0,70.0,40.6,2018
Ahmedabad,2018-01-26,44.0,20.9,32.4,99.7,26.0,2018
Delhi,2018-01-27,33.7,10.3,22.0,40.6,3.2,2018
Mumbai,2018-01-27,40.5,14.8,27.6,44.5,6.0,2018
Bangalore,2018-01-27,43.5,13.0,28.3,42.8,11.8,2018
Chennai,2018-01-27,30.4,12.8,21.6,86.8,24.3,2018
Kolkata,2018-01-27,32.8,8.1,20.5,76.2,23.7,2018
Hyderabad,2018-01-27,31.1,15.7,23.4,44.4,42.2,2018
Pune,2018-01-27,36.8,12.4,24.6,44.8,27.0,2018
Ahmedabad,2018-01-27,42.3,10.2,26.2,49.3,42.7,2018
Delhi,2018-01-28,37.4,23.6,30.5,54.8,33.6,2018
Mumbai,2018-01-28,34.4,20.7,27.6,89.2,48.9,2018
Bangalore,2018-01-28,39.4,6.1,22.8,53.9,27.0,2018
Chennai,2018-01-28,32.5,14.8,23.6,56.4,25.5,2018
Kolkata,2018-01-28,34.3,6.7,20.5,82.1,31.4,2018
Hyderabad,2018-01-28,25.6,19.7,22.7,91.3,37.6,2018
Pune,2018-01-28,40.6,23.9,32.2,78.0,30.8,2018
Ahmedabad,2018-01-28,30.1,5.2,17.6,41.7,10.8,2018
Delhi,2018-01-29,40.0,6.8,23.4,83.1,23.6,2018
Mumbai,2018-01-29,39.7,7.7,23.7,74.7,42.5,2018
Bangalore,2018-01-29,29.6,19.4,24.5,45.8,5.8,2018
Chennai,2018-01-29,30.0,9.7,19.9,65.9,3.3,2018
Kolkata,2018-01-29,28.2,5.7,16.9,49.4,31.0,2018
Hyderabad,2018-01-29,33.9,7.9,20.9,99.1,11.8,2018
Pune,2018-01-29,42.7,9.5,26.1,88.6,42.1,2018
Ahmedabad,2018-01-29,31.1,17.8,24.5,56.7,36.0,2018
Delhi,2018-01-30,43.8,6.3,25.1,86.0,16.3,2018
Mumbai,2018-01-30,35.5,9.3,22.4,65.0,22.1,2018
Bangalore,2018-01-30,33.6,17.4,25.5,49.0,24.0,2018
Chennai,2018-01-30,29.4,15.2,22.3,78.4,23.9,2018
Kolkata,2018-01-30,43.8,8.6,26.2,72.1,24.5,2018
Hyderabad,2018-01-30,43.5,8.5,26.0,62.8,32.2,2018
Pune,2018-01-30,34.0,17.9,25.9,97.9,8.4,2018
Ahmedabad,2018-01-30,29.9,10.4,20.1,73.5,27.5,2018
Delhi,2018-01-31,42.6,18.5,30.6,45.8,41.0,2018
Mumbai,2018-01-31,25.6,21.7,23.6,49.8,9.0,2018
Bangalore,2018-01-31,27.7,18.3,23.0,50.9,23.3,2018
Chennai,2018-01-31,33.0,22.7,27.8,91.8,28.1,2018
Kolkata,2018-01-31,40.5,12.3,26.4,55.1,33.9,2018
Hyderabad,2018-01-31,26.8,15.4,21.1,65.5,27.3,2018
Pune,2018-01-31,38.8,23.2,31.0,96.0,6.4,2018
Ahmedabad,2018-01-31,41.4,17.8,29.6,47.8,24.6,2018
Delhi,2018-02-01,26.3,22.9,24.6,58.1,49.0,2018
Mumbai,2018-02-01,37.0,9.9,23.4,89.5,9.8,2018
Bangalore,2018-02-01,36.2,16.1,26.1,65.9,4.0,2018
Chennai,2018-02-01,32.0,17.9,24.9,81.0,28.2,2018
Kolkata,2018-02-01,26.6,22.8,24.7,79.1,19.0,2018
Hyderabad,2018-02-01,26.3,7.2,16.7,64.8,42.3,2018
Pune,2018-02-01,41.9,7.0,24.4,89.5,46.6,2018
Ahmedabad,2018-02-01,44.7,18.8,31.7,82.8,33.9,2018
Delhi,2018-02-02,27.9,19.8,23.9,83.0,6.2,2018
Mumbai,2018-02-02,43.8,10.3,27.1,72.5,39.1,2018
Bangalore,2018-02-02,41.1,10.2,25.7,58.6,22.3,2018
Chennai,2018-02-02,42.2,20.4,31.3,95.7,14.3,2018
Kolkata,2018-02-02,37.8,6.1,22.0,97.6,28.2,2018
Hyderabad,2018-02-02,40.3,24.2,32.3,61.9,36.0,2018
Pune,2018-02-02,37.4,17.9,27.7,47.7,47.8,2018
Ahmedabad,2018-02-02,25.5,14.1,19.8,90.8,10.2,2018
Delhi,2018-02-03,29.2,11.2,20.2,83.6,32.6,2018
Mumbai,2018-02-03,28.9,10.5,19.7,72.9,19.3,2018
Bangalore,2018-02-03,38.8,9.7,24.2,61.3,24.6,2018
Chennai,2018-02-03,43.9,7.5,25.7,52.8,4.4,2018
Kolkata,2018-02-03,43.5,15.8,29.7,61.5,32.2,2018
Hyderabad,2018-02-03,43.2,7.9,25.5,62.2,29.7,2018
Pune,2018-02-03,38.0,8.1,23.1,55.5,36.5,2018
Ahmedabad,2018-02-03,44.2,24.6,34.4,70.2,7.6,2018
Delhi,2018-02-04,44.6,12.9,28.7,75.7,13.5,2018
Mumbai,2018-02-04,39.9,20.0,29.9,90.7,47.1,2018
Bangalore,2018-02-04,27.5,23.8,25.6,98.1,1.9,2018
Chennai,2018-02-04,25.7,18.9,22.3,88.2,3.7,2018
Kolkata,2018-02-04,40.6,18.7,29.6,44.4,35.9,2018
Hyderabad,2018-02-04,32.1,5.9,19.0,96.1,24.8,2018
Pune,2018-02-04,32.9,6.5,19.7,88.9,48.8,2018
Ahmedabad,2018-02-04,35.2,11.5,23.3,71.0,32.3,2018
Delhi,2018-02-05,32.0,20.2,26.1,43.9,11.4,2018
Mumbai,2018-02-05,36.8,12.4,24.6,59.3,34.5,2018
Bangalore,2018-02-05,27.6,10.8,19.2,46.4,3.7,2018
Chennai,2018-02-05,36.2,16.5,26.3,74.8,7.7,2018
Kolkata,2018-02-05,31.8,18.3,25.1,55.0,28.9,2018
Hyderabad,2018-02-05,38.3,11.1,24.7,45.9,10.3,2018
Pune,2018-02-05,31.9,18.4,25.1,43.6,10.0,2018
Ahmedabad,2018-02-05,41.7,20.1,30.9,58.8,9.3,2018
Delhi,2018-02-06,37.4,11.3,24.4,45.5,12.0,2018
Mumbai,2018-02-06,44.9,7.7,26.3,52.9,31.4,2018
Bangalore,2018-02-06,31.8,20.9,26.3,80.6,2.8,2018
Chennai,2018-02-06,32.8,23.5,28.1,65.3,28.6,2018
Kolkata,2018-02-06,44.7,15.2,30.0,94.1,8.0,2018
Hyderabad,2018-02-06,40.2,21.7,31.0,50.3,25.7,2018
Pune,2018-02-06,30.8,16.0,23.4,49.1,12.2,2018
Ahmedabad,2018-02-06,34.7,9.4,22.0,76.5,25.0,2018
